Date,Open,High,Low,Close,Adj Close,Volume
1993-12-01,3685.100098,3799.919922,3685.060059,3754.090088,3754.090088,517250000
1994-01-01,3754.100098,3985.959961,3742.810059,3978.360107,3978.360107,619530000
1994-02-01,3978.399902,3982.020020,3632.020020,3832.020020,3832.020020,508560000
1994-03-01,3832.000000,3895.939941,3559.090088,3635.959961,3635.959961,667490000
1994-04-01,3634.500000,3710.840088,3552.469971,3681.689941,3681.689941,566680000
1994-05-01,3681.699951,3772.790039,3623.100098,3758.370117,3758.370117,533470000
1994-06-01,3758.399902,3823.389893,3610.399902,3624.959961,3624.959961,554560000
1994-07-01,3625.000000,3770.000000,3623.020020,3764.500000,3764.500000,450610000
1994-08-01,3764.500000,3939.320068,3736.330078,3913.419922,3913.419922,625170000
1994-09-01,3913.100098,3992.639893,3820.310059,3843.189941,3843.189941,591450000
1994-10-01,3843.199951,3949.840088,3747.969971,3908.120117,3908.120117,636250000
1994-11-01,3907.780029,3907.780029,3638.629883,3739.229980,3739.229980,613270000
1994-12-01,3739.199951,3866.399902,3655.110107,3834.439941,3834.439941,543610000
1995-01-01,3834.399902,3936.719971,3817.260010,3843.860107,3843.860107,615760000
1995-02-01,3843.899902,4021.229980,3831.409912,4011.050049,4011.050049,576090000
1995-03-01,4011.100098,4198.839844,3945.689941,4157.689941,4157.689941,702540000
1995-04-01,4157.700195,4328.529785,4155.959961,4321.270020,4321.270020,547570000
1995-05-01,4321.299805,4465.140137,4301.560059,4465.140137,4465.140137,689940000
1995-06-01,4465.100098,4593.100098,4406.689941,4556.100098,4556.100098,641520000
1995-07-01,4556.100098,4747.209961,4551.250000,4708.470215,4708.470215,665580000
1995-08-01,4708.500000,4754.959961,4570.850098,4610.560059,4610.560059,623030000
1995-09-01,4610.200195,4816.540039,4607.029785,4789.080078,4789.080078,707190000
1995-10-01,4789.799805,4816.899902,4659.740234,4755.479980,4755.479980,685570000
1995-11-01,4753.700195,5118.930176,4744.640137,5074.490234,5074.490234,598970000
1995-12-01,5075.600098,5235.620117,5051.729980,5117.120117,5117.120117,601160000
1996-01-01,5115.700195,5408.669922,5014.520020,5395.299805,5395.299805,851030000
1996-02-01,5394.899902,5659.399902,5348.339844,5485.620117,5485.620117,769130000
1996-03-01,5488.200195,5709.970215,5424.200195,5587.140137,5587.140137,831070000
1996-04-01,5588.600098,5697.689941,5415.529785,5569.080078,5569.080078,756530000
1996-05-01,5567.600098,5796.100098,5342.200195,5643.180176,5643.180176,801900000
1996-06-01,5643.899902,5742.540039,5580.379883,5654.629883,5654.629883,647790000
1996-07-01,5654.600098,5733.310059,5182.319824,5528.910156,5528.910156,781850000
1996-08-01,5528.899902,5739.020020,5524.100098,5616.209961,5616.209961,615820000
1996-09-01,5611.799805,5929.890137,5561.459961,5882.169922,5882.169922,649320000
1996-10-01,5878.399902,6133.729980,5861.669922,6029.379883,6029.379883,766260000
1996-11-01,6027.100098,6589.529785,5998.819824,6521.700195,6521.700195,741560000
1996-12-01,6520.600098,6587.049805,6236.049805,6448.270020,6448.270020,781180000
1997-01-01,6447.500000,6906.600098,6352.830078,6813.089844,6813.089844,1003920000
1997-02-01,6810.799805,7073.620117,6710.720215,6877.740234,6877.740234,765900000
1997-03-01,6874.299805,7112.100098,6561.200195,6583.479980,6583.479980,962230000
1997-04-01,6583.500000,7057.549805,6356.779785,7009.000000,7009.000000,1098930000
1997-05-01,7008.990234,7394.950195,6913.470215,7331.000000,7331.000000,1046600000
1997-06-01,7331.000000,7834.060059,7253.779785,7672.799805,7672.799805,1086740000
1997-07-01,7678.000000,8282.769531,7667.359863,8222.599609,8222.599609,1265280000
1997-08-01,8222.799805,8299.490234,7606.859863,7622.399902,7622.399902,1123190000
1997-09-01,7631.700195,8035.629883,7580.850098,7945.299805,7945.299805,1212550000
1997-10-01,7948.500000,8184.700195,6971.069824,7442.100098,7442.100098,1605030000
1997-11-01,7445.799805,7881.069824,7349.990234,7823.100098,7823.100098,1068290000
1997-12-01,7825.120117,8166.290039,7576.930176,7908.299805,7908.299805,1156060000
1998-01-01,7910.200195,8035.540039,7443.410156,7906.500000,7906.500000,1324260000
1998-02-01,7909.990234,8566.889648,7909.990234,8545.719727,8545.719727,1031480000
1998-03-01,8544.469727,8959.240234,8405.719727,8799.809570,8799.809570,1191880000
1998-04-01,8801.559570,9213.330078,8748.740234,9063.370117,9063.370117,1387960000
1998-05-01,9066.610352,9261.910156,8788.099609,8899.950195,8899.950195,1075240000
1998-06-01,8900.950195,9104.719727,8569.879883,8952.019531,8952.019531,1287570000
1998-07-01,8958.990234,9367.839844,8816.089844,8883.290039,8883.290039,1413670000
1998-08-01,8883.290039,8886.120117,7539.069824,7539.069824,7539.069824,1641660000
1998-09-01,7545.759766,8182.470215,7400.299805,7842.620117,7842.620117,1897140000
1998-10-01,7841.330078,8659.809570,7467.490234,8592.099609,8592.099609,1916330000
1998-11-01,8595.700195,9380.200195,8595.700195,9116.549805,9116.549805,1389030000
1998-12-01,9116.549805,9334.879883,8676.030273,9181.429688,9181.429688,1507520000
1999-01-01,9184.009766,9647.959961,9063.259766,9358.830078,9358.830078,1746490000
1999-02-01,9359.599609,9611.330078,9099.040039,9306.580078,9306.580078,1545220000
1999-03-01,9307.389648,10085.309570,9211.230469,9786.160156,9786.160156,1993040000
1999-04-01,9786.440430,10961.709961,9765.629883,10789.040039,10789.040039,2096500000
1999-05-01,10789.040039,11130.669922,10434.259766,10559.740234,10559.740234,1842620000
1999-06-01,10561.009766,11003.410156,10409.139648,10970.799805,10970.799805,1766990000
1999-07-01,10966.049805,11252.269531,10647.860352,10655.150391,10655.150391,1672190000
1999-08-01,10654.830078,11365.929688,10549.080078,10829.280273,10829.280273,1857760000
1999-09-01,10828.440430,11142.410156,10081.129883,10336.950195,10336.950195,1751910000
1999-10-01,10335.690430,10790.019531,9976.019531,10729.860352,10729.860352,2203030000
1999-11-01,10730.780273,11112.769531,10536.269531,10877.809570,10877.809570,3250890000
1999-12-01,10876.469727,11568.769531,10859.650391,11497.120117,11497.120117,3166150000
2000-01-01,11501.849609,11750.280273,10701.639648,10940.530273,10940.530273,3854530000
2000-02-01,10937.740234,11118.929688,9836.059570,10128.309570,10128.309570,3661120000
2000-03-01,10128.110352,11234.650391,9731.809570,10921.919922,10921.919922,4754630000
2000-04-01,10863.280273,11425.450195,10201.530273,10733.910156,10733.910156,4049750000
2000-05-01,10749.419922,10971.240234,10258.809570,10522.330078,10522.330078,3816980000
2000-06-01,10532.269531,10863.000000,10335.459961,10447.889648,10447.889648,3823590000
2000-07-01,10450.360352,10874.629883,10393.089844,10521.980469,10521.980469,3248880000
2000-08-01,10523.809570,11319.059570,10516.759766,11215.099609,11215.099609,3620730000
2000-09-01,11219.540039,11401.190430,10567.320313,10650.919922,10650.919922,4639930000
2000-10-01,10659.059570,10995.410156,9654.639648,10971.139648,10971.139648,6254820000
2000-11-01,10966.209961,11006.500000,10292.389648,10414.490234,10414.490234,4680310000
2000-12-01,10416.759766,10917.679688,10299.209961,10787.990234,10787.990234,5202580000
2001-01-01,10790.919922,11028.000000,10468.040039,10887.360352,10887.360352,5825960000
2001-02-01,10884.820313,11035.139648,10294.009766,10495.280273,10495.280273,4164820000
2001-03-01,10493.250000,10859.500000,9106.540039,9878.780273,9878.780273,6086470000
2001-04-01,9877.160156,10906.410156,9375.719727,10734.969727,10734.969727,5241100000
2001-05-01,10734.049805,11350.049805,10673.219727,10911.940430,10911.940430,4518100000
2001-06-01,10913.570313,11196.530273,10394.719727,10502.400391,10502.400391,4914500000
2001-07-01,10504.950195,10679.120117,10120.889648,10522.809570,10522.809570,4605880000
2001-08-01,10527.379883,10609.650391,9869.139648,9949.750000,9949.750000,4083400000
2001-09-01,9946.980469,10182.379883,8062.339844,8847.559570,8847.559570,5555020000
2001-10-01,8845.969727,9598.169922,8732.139648,9075.139648,9075.139648,5722030000
2001-11-01,9087.450195,9992.790039,9014.459961,9851.559570,9851.559570,4722560000
2001-12-01,9848.929688,10184.450195,9703.900391,10021.570313,10021.570313,4302710000
2002-01-01,10021.709961,10300.150391,9529.459961,9920.000000,9920.000000,4955760000
2002-02-01,9923.040039,10255.240234,9580.320313,10106.129883,10106.129883,4651890000
2002-03-01,10111.040039,10673.099609,10111.040039,10403.940430,10403.940430,4589750000
2002-04-01,10402.070313,10402.070313,9811.570313,9946.219727,9946.219727,5111860000
2002-05-01,9944.900391,10353.429688,9802.230469,9925.250000,9925.250000,4800810000
2002-06-01,9923.940430,9986.490234,8926.570313,9243.259766,9243.259766,5783720000
2002-07-01,9239.250000,9410.379883,7532.660156,8736.589844,8736.589844,7714600000
2002-08-01,8732.580078,9077.009766,8030.819824,8663.500000,8663.500000,5591350000
2002-09-01,8659.269531,8726.900391,7460.779785,7591.930176,7591.930176,5601800000
2002-10-01,7593.040039,8558.629883,7197.490234,8397.030273,8397.030273,7498850000
2002-11-01,8395.639648,8950.330078,8298.679688,8896.089844,8896.089844,5410370000
2002-12-01,8902.950195,9043.370117,8242.910156,8341.629883,8341.629883,4607200000
2003-01-01,8342.379883,8869.290039,7917.160156,8053.810059,8053.810059,5426600000
2003-02-01,8053.740234,8152.529785,7628.990234,7891.080078,7891.080078,4418320000
2003-03-01,7890.240234,8522.179688,7416.640137,7992.129883,7992.129883,5616290000
2003-04-01,7992.830078,8559.769531,7979.689941,8480.089844,8480.089844,5128590000
2003-05-01,8478.480469,8868.330078,8340.230469,8850.259766,8850.259766,4686280000
2003-06-01,8851.450195,9352.769531,8851.450195,8985.440430,8985.440430,4987850000
2003-07-01,8983.660156,9361.400391,8871.200195,9233.799805,9233.799805,4911390000
2003-08-01,9232.679688,9499.969727,8997.110352,9415.820313,9415.820313,3853760000
2003-09-01,9416.669922,9686.080078,9230.469727,9275.059570,9275.059570,4385460000
2003-10-01,9276.799805,9850.009766,9276.799805,9801.120117,9801.120117,4840970000
2003-11-01,9802.459961,9903.570313,9585.500000,9782.459961,9782.459961,3548520000
2003-12-01,9785.349609,10462.440430,9785.349609,10453.919922,10453.919922,4246080000
2004-01-01,10452.740234,10705.179688,10367.410156,10488.070313,10488.070313,4380510000
2004-02-01,10487.780273,10753.629883,10434.669922,10583.919922,10583.919922,3894640000
2004-03-01,10582.250000,10695.549805,10007.490234,10357.700195,10357.700195,5009640000
2004-04-01,10357.519531,10570.809570,10219.179688,10225.570313,10225.570313,4530000000
2004-05-01,10227.269531,10386.320313,9852.190430,10188.450195,10188.450195,4016800000
2004-06-01,10187.179688,10498.669922,10134.860352,10435.480469,10435.480469,4111110000
2004-07-01,10434.000000,10448.089844,9913.919922,10139.709961,10139.709961,4452180000
2004-08-01,10138.450195,10211.250000,9783.910156,10173.919922,10173.919922,3756550000
2004-09-01,10170.120117,10363.360352,9977.919922,10080.269531,10080.269531,4638370000
2004-10-01,10082.040039,10270.370117,9708.400391,10027.469727,10027.469727,5292920000
2004-11-01,10028.730469,10602.849609,10010.150391,10428.019531,10428.019531,5666600000
2004-12-01,10425.799805,10868.070313,10418.629883,10783.009766,10783.009766,5744730000
2005-01-01,10783.750000,10867.389648,10368.610352,10489.940430,10489.940430,5424930000
2005-02-01,10489.719727,10853.429688,10489.639648,10766.230469,10766.230469,5038600000
2005-03-01,10769.040039,10984.459961,10396.240234,10503.759766,10503.759766,5820160000
2005-04-01,10504.570313,10568.929688,10000.459961,10192.509766,10192.509766,5852240000
2005-05-01,10192.000000,10560.809570,10075.549805,10467.480469,10467.480469,4843000000
2005-06-01,10462.860352,10656.290039,10253.490234,10274.969727,10274.969727,5026730000
2005-07-01,10273.589844,10717.730469,10175.400391,10640.910156,10640.910156,4821200000
2005-08-01,10641.780273,10719.410156,10349.370117,10481.599609,10481.599609,5082400000
2005-09-01,10481.440430,10701.809570,10350.959961,10568.700195,10568.700195,5229310000
2005-10-01,10569.500000,10608.559570,10156.459961,10440.070313,10440.070313,5829060000
2005-11-01,10440.070313,10959.790039,10388.759766,10805.870117,10805.870117,5385780000
2005-12-01,10806.030273,10940.339844,10709.419922,10717.500000,10717.500000,5223910000
2006-01-01,10718.299805,11047.759766,10661.150391,10864.860352,10864.860352,6552210000
2006-02-01,10862.139648,11159.179688,10737.669922,10993.410156,10993.410156,5759090000
2006-03-01,10993.250000,11334.959961,10922.730469,11109.320313,11109.320313,6680180000
2006-04-01,11113.000000,11417.660156,11039.120117,11367.139648,11367.139648,5584020000
2006-05-01,11367.780273,11670.190430,11030.469727,11168.309570,11168.309570,7360590000
2006-06-01,11169.030273,11285.820313,10698.849609,11150.219727,11150.219727,6959660000
2006-07-01,11149.339844,11257.080078,10683.320313,11185.679688,11185.679688,5548680000
2006-08-01,11184.799805,11407.080078,11042.639648,11381.150391,11381.150391,4668650000
2006-09-01,11382.750000,11741.990234,11323.839844,11679.070313,11679.070313,4494890000
2006-10-01,11678.990234,12167.019531,11653.059570,12080.730469,12080.730469,5665820000
2006-11-01,12080.250000,12361.000000,11965.309570,12221.929688,12221.929688,4722850000
2006-12-01,12220.969727,12529.879883,12089.980469,12463.150391,12463.150391,4381310000
2007-01-01,12459.540039,12657.019531,12337.370117,12621.690430,12621.690430,5075440000
2007-02-01,12617.200195,12795.929688,12086.059570,12268.629883,12268.629883,4347420000
2007-03-01,12268.629883,12511.049805,11939.610352,12354.349609,12354.349609,5633180000
2007-04-01,12354.519531,13162.059570,12324.280273,13062.910156,13062.910156,4819810000
2007-05-01,13062.750000,13673.070313,13041.299805,13627.639648,13627.639648,5039850000
2007-06-01,13628.690430,13692.000000,13251.530273,13408.620117,13408.620117,5227620000
2007-07-01,13409.599609,14021.950195,13199.790039,13211.990234,13211.990234,5512040000
2007-08-01,13211.089844,13695.820313,12517.940430,13357.740234,13357.740234,6199120000
2007-09-01,13358.389648,13924.809570,13021.929688,13895.629883,13895.629883,4328370000
2007-10-01,13895.709961,14198.099609,13407.490234,13930.009766,13930.009766,5010920000
2007-11-01,13924.160156,13924.160156,12724.089844,13371.719727,13371.719727,5980230000
2007-12-01,13368.219727,13780.110352,13092.000000,13264.820313,13264.820313,4310320000
2008-01-01,13261.820313,13279.540039,11634.820313,12650.360352,12650.360352,7459830000
2008-02-01,12638.169922,12767.740234,12069.469727,12266.389648,12266.389648,5720360000
2008-03-01,12264.360352,12622.070313,11731.599609,12262.889648,12262.889648,6229020000
2008-04-01,12266.639648,13010.000000,12266.469727,12820.129883,12820.129883,5050840000
2008-05-01,12818.339844,13136.690430,12442.589844,12638.320313,12638.320313,4530790000
2008-06-01,12637.669922,12638.080078,11287.559570,11350.009766,11350.009766,5309950000
2008-07-01,11344.639648,11698.169922,10827.709961,11378.019531,11378.019531,5551580000
2008-08-01,11379.889648,11867.110352,11221.530273,11543.959961,11543.959961,3578210000
2008-09-01,11545.629883,11790.169922,10365.450195,10850.660156,10850.660156,6302330000
2008-10-01,10847.400391,10882.519531,7882.509766,9325.009766,9325.009766,8311580000
2008-11-01,9326.040039,9653.950195,7449.379883,8829.040039,8829.040039,6262880000
2008-12-01,8826.889648,9026.410156,8118.500000,8776.389648,8776.389648,5701870000
2009-01-01,8772.250000,9088.059570,7909.029785,8000.859863,8000.859863,6261980000
2009-02-01,8000.620117,8315.070313,7033.620117,7062.930176,7062.930176,7134360000
2009-03-01,7056.479980,7931.330078,6469.950195,7608.919922,7608.919922,10561060000
2009-04-01,7606.129883,8307.509766,7483.870117,8168.120117,8168.120117,7795900000
2009-05-01,8167.410156,8591.929688,8099.310059,8500.330078,8500.330078,6734390000
2009-06-01,8501.530273,8877.929688,8259.429688,8447.000000,8447.000000,5524080000
2009-07-01,8447.530273,9246.429688,8087.189941,9171.610352,9171.610352,4902340000
2009-08-01,9173.650391,9630.200195,9116.519531,9496.280273,9496.280273,4042210000
2009-09-01,9492.320313,9917.990234,9252.929688,9712.280273,9712.280273,4478480000
2009-10-01,9711.599609,10119.469727,9430.080078,9712.730469,9712.730469,5151150000
2009-11-01,9712.129883,10495.610352,9678.950195,10344.839844,10344.839844,3813550000
2009-12-01,10343.820313,10580.330078,10235.629883,10428.049805,10428.049805,4174040000
2010-01-01,10430.690430,10729.889648,10043.750000,10067.330078,10067.330078,4424700000
2010-02-01,10068.990234,10438.549805,9835.089844,10325.259766,10325.259766,4279660000
2010-03-01,10326.099609,10955.480469,10326.099609,10856.629883,10856.629883,4388530000
2010-04-01,10857.309570,11258.009766,10844.089844,11008.610352,11008.610352,4237550000
2010-05-01,11009.599609,11177.669922,9774.480469,10136.629883,10136.629883,5605690000
2010-06-01,10133.940430,10594.160156,9753.839844,9774.019531,9774.019531,4941680000
2010-07-01,9773.269531,10584.990234,9614.320313,10465.940430,10465.940430,4243320000
2010-08-01,10468.820313,10719.940430,9936.620117,10014.719727,10014.719727,4117550000
2010-09-01,10016.009766,10948.879883,10016.009766,10788.049805,10788.049805,3764970000
2010-10-01,10789.719727,11247.599609,10711.120117,11118.490234,11118.490234,3787250000
2010-11-01,11120.299805,11451.530273,10929.280273,11006.019531,11006.019531,3808130000
2010-12-01,11007.230469,11625.000000,11007.230469,11577.509766,11577.509766,3252900000
2011-01-01,11577.429688,12020.519531,11573.870117,11891.929688,11891.929688,3681720000
2011-02-01,11892.500000,12391.290039,11892.500000,12226.339844,12226.339844,3220480000
2011-03-01,12226.490234,12383.459961,11555.480469,12319.730469,12319.730469,3851830000
2011-04-01,12321.019531,12832.830078,12093.889648,12810.540039,12810.540039,3321090000
2011-05-01,12810.160156,12876.000000,12309.519531,12569.790039,12569.790039,3578020000
2011-06-01,12569.410156,12569.490234,11862.530273,12414.339844,12414.339844,3876460000
2011-07-01,12414.339844,12753.889648,12083.450195,12143.240234,12143.240234,3092480000
2011-08-01,12144.219727,12282.419922,10604.070313,11613.530273,11613.530273,6203230000
2011-09-01,11613.299805,11716.839844,10597.139648,10913.379883,10913.379883,4396520000
2011-10-01,10912.099609,12284.309570,10404.490234,11955.009766,11955.009766,3907730000
2011-11-01,11951.530273,12187.509766,11231.429688,12045.679688,12045.679688,3263110000
2011-12-01,12046.209961,12328.469727,11735.190430,12217.559570,12217.559570,3071480000
2012-01-01,12221.190430,12841.950195,12221.190430,12632.910156,12632.910156,2981080000
2012-02-01,12632.759766,13055.750000,12632.759766,12952.070313,12952.070313,2712170000
2012-03-01,12952.290039,13289.080078,12734.860352,13212.040039,13212.040039,3203390000
2012-04-01,13211.360352,13297.110352,12710.559570,13213.629883,13213.629883,2574900000
2012-05-01,13214.160156,13338.660156,12311.559570,12393.450195,12393.450195,3050000000
2012-06-01,12391.559570,12898.940430,12035.089844,12880.089844,12880.089844,2923670000
2012-07-01,12879.709961,13128.639648,12492.250000,13008.679688,13008.679688,2578110000
2012-08-01,13007.469727,13330.759766,12778.900391,13090.839844,13090.839844,2267280000
2012-09-01,13092.150391,13653.240234,12977.089844,13437.129883,13437.129883,2701270000
2012-10-01,13437.660156,13661.870117,13017.370117,13096.459961,13096.459961,2472600000
2012-11-01,13099.190430,13290.750000,12471.490234,13025.580078,13025.580078,2683930000
